Postal Code,Date,Sentiment,Year
80016,30/3/2024,Positive,2024
80120,30/3/2024,Positive,2024
80014,30/3/2024,Negative,2024
80016,30/3/2024,Negative,2024
80238,30/3/2024,Negative,2024
80014,30/3/2024,Positive,2024
80221,30/3/2024,Negative,2024
80221,30/3/2024,Positive,2024
80014,30/3/2024,Negative,2024
80219,30/3/2024,Neutral,2024
80219,30/3/2024,Neutral,2024
80219,30/3/2024,Neutral,2024
80016,30/3/2024,Positive,2024
80238,30/3/2024,Negative,2024
80120,30/3/2024,Negative,2024
80219,30/3/2024,Positive,2024
80014,29/3/2024,Negative,2024
80238,29/3/2024,Positive,2024
80234,29/3/2024,Positive,2024
80002,29/3/2024,Positive,2024
80221,29/3/2024,Negative,2024
80002,29/3/2024,Positive,2024
80219,29/3/2024,Positive,2024
80238,29/3/2024,Positive,2024
80234,29/3/2024,Positive,2024
80238,29/3/2024,Negative,2024
80219,29/3/2024,Negative,2024
80204,29/3/2024,Positive,2024
80219,29/3/2024,Positive,2024
80120,29/3/2024,Neutral,2024
80221,29/3/2024,Neutral,2024
80238,29/3/2024,Positive,2024
80002,29/3/2024,Neutral,2024
80221,29/3/2024,Positive,2024
80014,29/3/2024,Neutral,2024
80016,29/3/2024,Positive,2024
80211,29/3/2024,Positive,2024
80219,29/3/2024,Negative,2024
80016,29/3/2024,Negative,2024
80221,29/3/2024,Negative,2024
80016,29/3/2024,Positive,2024
80219,29/3/2024,Positive,2024
80014,29/3/2024,Positive,2024
80014,29/3/2024,Negative,2024
80234,29/3/2024,Negative,2024
80211,29/3/2024,Neutral,2024
80014,29/3/2024,Neutral,2024
80221,29/3/2024,Negative,2024
80014,29/3/2024,Positive,2024
80234,29/3/2024,Positive,2024
80221,29/3/2024,Positive,2024
80204,29/3/2024,Positive,2024
80014,29/3/2024,Neutral,2024
80234,29/3/2024,Positive,2024
80219,29/3/2024,Positive,2024
80002,29/3/2024,Positive,2024
80204,29/3/2024,Positive,2024
80234,29/3/2024,Positive,2024
80238,29/3/2024,Positive,2024
80014,29/3/2024,Negative,2024
80211,29/3/2024,Negative,2024
80002,29/3/2024,Neutral,2024
80016,29/3/2024,Positive,2024
80219,29/3/2024,Negative,2024
80002,29/3/2024,Positive,2024
80211,29/3/2024,Positive,2024
80204,29/3/2024,Negative,2024
80234,29/3/2024,Positive,2024
80221,29/3/2024,Negative,2024
80211,29/3/2024,Negative,2024
80204,29/3/2024,Positive,2024
80238,29/3/2024,Positive,2024
80204,29/3/2024,Positive,2024
80211,29/3/2024,Positive,2024
80002,29/3/2024,Negative,2024
80221,29/3/2024,Negative,2024
80238,29/3/2024,Negative,2024
80016,29/3/2024,Negative,2024
80238,29/3/2024,Positive,2024
80219,29/3/2024,Negative,2024
80219,29/3/2024,Positive,2024
80204,29/3/2024,Negative,2024
80002,29/3/2024,Negative,2024
80219,29/3/2024,Positive,2024
80002,29/3/2024,Positive,2024
80234,29/3/2024,Positive,2024
80211,29/3/2024,Neutral,2024
80211,29/3/2024,Neutral,2024
80014,29/3/2024,Negative,2024
80219,29/3/2024,Negative,2024
80234,29/3/2024,Positive,2024
80234,29/3/2024,Negative,2024
80016,29/3/2024,Positive,2024
80238,29/3/2024,Positive,2024
80204,29/3/2024,Positive,2024
80014,29/3/2024,Negative,2024
80211,29/3/2024,Positive,2024
80221,29/3/2024,Negative,2024
80238,29/3/2024,Positive,2024
80238,29/3/2024,Negative,2024
80014,29/3/2024,Negative,2024
80219,29/3/2024,Neutral,2024
80002,29/3/2024,Positive,2024
80014,29/3/2024,Positive,2024
80221,29/3/2024,Neutral,2024
80234,29/3/2024,Negative,2024
80016,29/3/2024,Positive,2024
80016,29/3/2024,Positive,2024
80002,29/3/2024,Positive,2024
80211,28/3/2024,Negative,2024
80234,28/3/2024,Positive,2024
80221,28/3/2024,Neutral,2024
80219,28/3/2024,Negative,2024
80211,28/3/2024,Positive,2024
80016,28/3/2024,Neutral,2024
80211,28/3/2024,Negative,2024
80204,28/3/2024,Neutral,2024
80016,28/3/2024,Neutral,2024
80014,28/3/2024,Positive,2024
80211,28/3/2024,Neutral,2024
80016,28/3/2024,Positive,2024
80234,28/3/2024,Negative,2024
80211,28/3/2024,Neutral,2024
80234,28/3/2024,Neutral,2024
80234,28/3/2024,Negative,2024
80211,28/3/2024,Positive,2024
80120,28/3/2024,Positive,2024
80002,28/3/2024,Positive,2024
80238,28/3/2024,Negative,2024
80016,28/3/2024,Neutral,2024
80016,28/3/2024,Positive,2024
80219,28/3/2024,Positive,2024
80234,28/3/2024,Positive,2024
80211,28/3/2024,Negative,2024
80234,28/3/2024,Positive,2024
80211,28/3/2024,Positive,2024
80219,28/3/2024,Neutral,2024
80014,28/3/2024,Neutral,2024
80234,28/3/2024,Positive,2024
80016,28/3/2024,Neutral,2024
80204,28/3/2024,Neutral,2024
80120,28/3/2024,Positive,2024
80211,28/3/2024,Positive,2024
80120,28/3/2024,Neutral,2024
80016,28/3/2024,Positive,2024
80120,28/3/2024,Positive,2024
80120,28/3/2024,Neutral,2024
80014,28/3/2024,Negative,2024
80120,28/3/2024,Neutral,2024
80002,28/3/2024,Positive,2024
80120,28/3/2024,Positive,2024
80120,28/3/2024,Negative,2024
80016,28/3/2024,Positive,2024
80211,28/3/2024,Positive,2024
80016,28/3/2024,Neutral,2024
80014,28/3/2024,Positive,2024
80211,28/3/2024,Negative,2024
80002,28/3/2024,Positive,2024
80238,28/3/2024,Positive,2024
80221,28/3/2024,Positive,2024
80120,28/3/2024,Neutral,2024
80016,28/3/2024,Positive,2024
80204,28/3/2024,Neutral,2024
80211,28/3/2024,Negative,2024
80219,28/3/2024,Negative,2024
80219,28/3/2024,Negative,2024
80211,28/3/2024,Positive,2024
80016,28/3/2024,Negative,2024
80120,28/3/2024,Negative,2024
80014,28/3/2024,Negative,2024
80221,28/3/2024,Negative,2024
80002,28/3/2024,Positive,2024
80016,28/3/2024,Negative,2024
80204,28/3/2024,Neutral,2024
80221,28/3/2024,Neutral,2024
80219,28/3/2024,Negative,2024
80002,28/3/2024,Neutral,2024
80211,28/3/2024,Positive,2024
80221,28/3/2024,Positive,2024
80120,28/3/2024,Positive,2024
80211,28/3/2024,Negative,2024
80221,28/3/2024,Positive,2024
80002,28/3/2024,Positive,2024
80219,28/3/2024,Positive,2024
80211,28/3/2024,Positive,2024
80219,28/3/2024,Positive,2024
80002,28/3/2024,Neutral,2024
80120,28/3/2024,Positive,2024
80219,28/3/2024,Neutral,2024
80002,28/3/2024,Negative,2024
80221,28/3/2024,Positive,2024
80211,28/3/2024,Neutral,2024
80211,28/3/2024,Neutral,2024
80014,27/3/2024,Negative,2024
80238,27/3/2024,Positive,2024
80120,27/3/2024,Positive,2024
80211,27/3/2024,Negative,2024
80204,27/3/2024,Positive,2024
80014,27/3/2024,Negative,2024
80204,27/3/2024,Neutral,2024
80234,27/3/2024,Positive,2024
80014,27/3/2024,Positive,2024
80204,27/3/2024,Positive,2024
80238,27/3/2024,Negative,2024
80014,27/3/2024,Positive,2024
80234,27/3/2024,Negative,2024
80211,27/3/2024,Positive,2024
80120,27/3/2024,Positive,2024
80014,27/3/2024,Negative,2024
80120,27/3/2024,Negative,2024
80014,27/3/2024,Negative,2024
80238,27/3/2024,Positive,2024
80238,27/3/2024,Positive,2024
80238,27/3/2024,Negative,2024
80234,27/3/2024,Positive,2024
80211,27/3/2024,Negative,2024
80238,27/3/2024,Positive,2024
80016,27/3/2024,Positive,2024
80238,27/3/2024,Neutral,2024
80120,27/3/2024,Positive,2024
80016,27/3/2024,Positive,2024
80234,27/3/2024,Positive,2024
80002,27/3/2024,Positive,2024
80234,27/3/2024,Positive,2024
80014,27/3/2024,Positive,2024
80211,27/3/2024,Neutral,2024
80238,27/3/2024,Positive,2024
80120,27/3/2024,Positive,2024
80234,27/3/2024,Positive,2024
80014,27/3/2024,Positive,2024
80211,27/3/2024,Negative,2024
80211,27/3/2024,Neutral,2024
80234,27/3/2024,Positive,2024
80002,27/3/2024,Neutral,2024
80120,27/3/2024,Neutral,2024
80238,27/3/2024,Positive,2024
80014,27/3/2024,Positive,2024
80120,27/3/2024,Neutral,2024
80002,27/3/2024,Positive,2024
80238,27/3/2024,Negative,2024
80234,27/3/2024,Neutral,2024
80016,27/3/2024,Positive,2024
80016,27/3/2024,Negative,2024
80016,27/3/2024,Positive,2024
80014,27/3/2024,Negative,2024
80014,27/3/2024,Negative,2024
80014,27/3/2024,Positive,2024
80204,27/3/2024,Negative,2024
80221,27/3/2024,Positive,2024
80219,27/3/2024,Negative,2024
80204,27/3/2024,Positive,2024
80002,27/3/2024,Negative,2024
80002,27/3/2024,Negative,2024
80014,27/3/2024,Positive,2024
80219,27/3/2024,Negative,2024
80002,27/3/2024,Positive,2024
80219,27/3/2024,Neutral,2024
80234,27/3/2024,Neutral,2024
80211,27/3/2024,Positive,2024
80234,27/3/2024,Positive,2024
80238,27/3/2024,Neutral,2024
80211,27/3/2024,Positive,2024
80002,27/3/2024,Neutral,2024
80002,27/3/2024,Positive,2024
80002,27/3/2024,Negative,2024
80014,27/3/2024,Negative,2024
80016,27/3/2024,Positive,2024
80238,27/3/2024,Neutral,2024
80238,27/3/2024,Neutral,2024
80234,27/3/2024,Negative,2024
80002,27/3/2024,Neutral,2024
80204,27/3/2024,Negative,2024
80204,27/3/2024,Negative,2024
80234,27/3/2024,Negative,2024
80238,27/3/2024,Negative,2024
80234,27/3/2024,Positive,2024
80002,26/3/2024,Neutral,2024
80016,26/3/2024,Positive,2024
80014,26/3/2024,Positive,2024
80234,26/3/2024,Positive,2024
80211,26/3/2024,Positive,2024
80120,26/3/2024,Positive,2024
80014,26/3/2024,Positive,2024
80234,26/3/2024,Positive,2024
80221,26/3/2024,Neutral,2024
80221,26/3/2024,Positive,2024
80016,26/3/2024,Positive,2024
80002,26/3/2024,Positive,2024
80238,26/3/2024,Positive,2024
80219,26/3/2024,Positive,2024
80014,26/3/2024,Positive,2024
80238,26/3/2024,Negative,2024
80014,26/3/2024,Negative,2024
80211,26/3/2024,Positive,2024
80211,26/3/2024,Positive,2024
80221,26/3/2024,Neutral,2024
80002,26/3/2024,Positive,2024
80014,26/3/2024,Negative,2024
80120,26/3/2024,Positive,2024
80219,26/3/2024,Positive,2024
80014,26/3/2024,Positive,2024
80221,26/3/2024,Negative,2024
80221,26/3/2024,Positive,2024
80221,26/3/2024,Neutral,2024
80002,26/3/2024,Positive,2024
80211,26/3/2024,Positive,2024
80120,26/3/2024,Positive,2024
80120,26/3/2024,Neutral,2024
80002,26/3/2024,Neutral,2024
80219,26/3/2024,Negative,2024
80204,26/3/2024,Positive,2024
80204,26/3/2024,Neutral,2024
80204,26/3/2024,Negative,2024
80238,26/3/2024,Positive,2024
80002,26/3/2024,Positive,2024
80016,26/3/2024,Positive,2024
80234,26/3/2024,Positive,2024
80238,26/3/2024,Positive,2024
80014,26/3/2024,Positive,2024
80120,26/3/2024,Positive,2024
80234,26/3/2024,Positive,2024
80238,26/3/2024,Positive,2024
80238,26/3/2024,Negative,2024
80211,26/3/2024,Positive,2024
80234,26/3/2024,Neutral,2024
80234,26/3/2024,Neutral,2024
80014,26/3/2024,Positive,2024
80204,26/3/2024,Negative,2024
80204,26/3/2024,Positive,2024
80221,26/3/2024,Neutral,2024
80234,26/3/2024,Negative,2024
80120,26/3/2024,Positive,2024
80204,26/3/2024,Neutral,2024
80211,26/3/2024,Positive,2024
80204,26/3/2024,Negative,2024
80211,26/3/2024,Positive,2024
80234,26/3/2024,Neutral,2024
80120,26/3/2024,Positive,2024
80234,26/3/2024,Negative,2024
80120,26/3/2024,Negative,2024
80234,26/3/2024,Positive,2024
80219,26/3/2024,Neutral,2024
80219,26/3/2024,Positive,2024
80234,26/3/2024,Positive,2024
80219,26/3/2024,Negative,2024
80221,26/3/2024,Positive,2024
80016,26/3/2024,Positive,2024
80002,26/3/2024,Positive,2024
80219,26/3/2024,Positive,2024
80120,26/3/2024,Positive,2024
80234,26/3/2024,Negative,2024
80120,26/3/2024,Positive,2024
80014,26/3/2024,Negative,2024
80204,26/3/2024,Negative,2024
80014,26/3/2024,Negative,2024
80221,26/3/2024,Positive,2024
80014,26/3/2024,Negative,2024
80014,26/3/2024,Positive,2024
80014,26/3/2024,Neutral,2024
80219,26/3/2024,Positive,2024
80211,26/3/2024,Negative,2024
80120,26/3/2024,Negative,2024
80238,26/3/2024,Neutral,2024
80221,26/3/2024,Positive,2024
80211,26/3/2024,Positive,2024
80014,26/3/2024,Negative,2024
80211,26/3/2024,Positive,2024
80016,25/3/2024,Positive,2024
80120,25/3/2024,Positive,2024
80211,25/3/2024,Neutral,2024
80002,25/3/2024,Positive,2024
80204,25/3/2024,Positive,2024
80014,25/3/2024,Positive,2024
80002,25/3/2024,Positive,2024
80219,25/3/2024,Neutral,2024
80120,25/3/2024,Neutral,2024
80204,25/3/2024,Positive,2024
80211,25/3/2024,Negative,2024
80016,25/3/2024,Positive,2024
80014,25/3/2024,Neutral,2024
80234,25/3/2024,Positive,2024
80002,25/3/2024,Neutral,2024
80219,25/3/2024,Positive,2024
80234,25/3/2024,Neutral,2024
80221,25/3/2024,Neutral,2024
80014,25/3/2024,Positive,2024
80234,25/3/2024,Positive,2024
80014,25/3/2024,Neutral,2024
80238,25/3/2024,Positive,2024
80204,25/3/2024,Neutral,2024
80219,25/3/2024,Neutral,2024
80234,25/3/2024,Positive,2024
80211,25/3/2024,Negative,2024
80204,25/3/2024,Negative,2024
80234,25/3/2024,Positive,2024
80211,25/3/2024,Positive,2024
80002,25/3/2024,Positive,2024
80238,25/3/2024,Positive,2024
80221,25/3/2024,Positive,2024
80238,25/3/2024,Negative,2024
80219,25/3/2024,Positive,2024
80016,25/3/2024,Negative,2024
80120,25/3/2024,Positive,2024
80219,25/3/2024,Negative,2024
80234,25/3/2024,Neutral,2024
80120,25/3/2024,Negative,2024
80014,25/3/2024,Negative,2024
80219,25/3/2024,Neutral,2024
80211,25/3/2024,Positive,2024
80234,25/3/2024,Neutral,2024
80221,25/3/2024,Neutral,2024
80221,25/3/2024,Positive,2024
80014,25/3/2024,Neutral,2024
80238,25/3/2024,Negative,2024
80016,25/3/2024,Positive,2024
80002,25/3/2024,Negative,2024
80221,25/3/2024,Positive,2024
80219,25/3/2024,Neutral,2024
80238,25/3/2024,Negative,2024
80238,25/3/2024,Positive,2024
80120,25/3/2024,Positive,2024
80211,25/3/2024,Positive,2024
80221,25/3/2024,Negative,2024
80211,25/3/2024,Negative,2024
80238,25/3/2024,Negative,2024
80204,25/3/2024,Negative,2024
80211,25/3/2024,Positive,2024
80221,25/3/2024,Positive,2024
80219,25/3/2024,Positive,2024
80014,25/3/2024,Positive,2024
80238,25/3/2024,Neutral,2024
80014,25/3/2024,Positive,2024
80238,25/3/2024,Positive,2024
80120,25/3/2024,Neutral,2024
80234,25/3/2024,Positive,2024
80211,25/3/2024,Positive,2024
80221,25/3/2024,Negative,2024
80219,25/3/2024,Positive,2024
80221,25/3/2024,Neutral,2024
80221,25/3/2024,Positive,2024
80204,25/3/2024,Negative,2024
80238,25/3/2024,Neutral,2024
80234,25/3/2024,Positive,2024
80234,25/3/2024,Positive,2024
80002,25/3/2024,Positive,2024
80211,25/3/2024,Neutral,2024
80120,25/3/2024,Neutral,2024
80219,24/3/2024,Positive,2024
80219,24/3/2024,Positive,2024
80219,24/3/2024,Positive,2024
80002,24/3/2024,Positive,2024
80238,24/3/2024,Neutral,2024
80219,24/3/2024,Negative,2024
80014,24/3/2024,Positive,2024
80016,24/3/2024,Neutral,2024
80204,24/3/2024,Positive,2024
80211,24/3/2024,Positive,2024
80234,24/3/2024,Positive,2024
80221,24/3/2024,Positive,2024
80016,24/3/2024,Positive,2024
80014,24/3/2024,Positive,2024
80002,24/3/2024,Neutral,2024
80221,24/3/2024,Positive,2024
80238,24/3/2024,Positive,2024
80238,24/3/2024,Negative,2024
80234,24/3/2024,Negative,2024
80238,24/3/2024,Neutral,2024
80234,24/3/2024,Neutral,2024
80016,24/3/2024,Neutral,2024
80016,24/3/2024,Positive,2024
80234,24/3/2024,Negative,2024
80002,24/3/2024,Negative,2024
80014,24/3/2024,Neutral,2024
80234,24/3/2024,Negative,2024
80238,24/3/2024,Positive,2024
80221,24/3/2024,Positive,2024
80014,24/3/2024,Negative,2024
80016,24/3/2024,Positive,2024
80221,24/3/2024,Negative,2024
80238,24/3/2024,Positive,2024
80219,24/3/2024,Positive,2024
80014,24/3/2024,Positive,2024
80204,24/3/2024,Positive,2024
80238,24/3/2024,Positive,2024
80120,24/3/2024,Neutral,2024
80002,24/3/2024,Positive,2024
80014,24/3/2024,Positive,2024
80219,24/3/2024,Positive,2024
80204,24/3/2024,Neutral,2024
80016,24/3/2024,Positive,2024
80002,24/3/2024,Negative,2024
80204,24/3/2024,Negative,2024
80204,24/3/2024,Neutral,2024
80234,24/3/2024,Positive,2024
80211,24/3/2024,Positive,2024
80120,24/3/2024,Positive,2024
80238,24/3/2024,Positive,2024
80211,24/3/2024,Positive,2024
80219,24/3/2024,Negative,2024
80014,24/3/2024,Positive,2024
80204,24/3/2024,Positive,2024
80014,24/3/2024,Negative,2024
80016,24/3/2024,Neutral,2024
80002,24/3/2024,Negative,2024
80204,24/3/2024,Positive,2024
80014,24/3/2024,Positive,2024
80002,24/3/2024,Neutral,2024
80120,24/3/2024,Positive,2024
80002,24/3/2024,Positive,2024
80221,24/3/2024,Negative,2024
80204,24/3/2024,Negative,2024
80002,24/3/2024,Positive,2024
80219,24/3/2024,Positive,2024
80016,24/3/2024,Positive,2024
80211,24/3/2024,Neutral,2024
80016,24/3/2024,Positive,2024
80234,24/3/2024,Positive,2024
80221,24/3/2024,Neutral,2024
80219,24/3/2024,Negative,2024
80016,24/3/2024,Positive,2024
80238,24/3/2024,Negative,2024
80002,24/3/2024,Positive,2024
80016,24/3/2024,Positive,2024
80002,24/3/2024,Negative,2024
80014,24/3/2024,Positive,2024
80211,24/3/2024,Negative,2024
80204,24/3/2024,Neutral,2024
80120,24/3/2024,Positive,2024
80120,24/3/2024,Positive,2024
80211,24/3/2024,Negative,2024
80234,24/3/2024,Positive,2024
80002,24/3/2024,Positive,2024
80120,24/3/2024,Positive,2024
80002,24/3/2024,Negative,2024
80016,24/3/2024,Negative,2024
80120,24/3/2024,Positive,2024
80234,24/3/2024,Negative,2024
80014,23/3/2024,Neutral,2024
80219,23/3/2024,Negative,2024
80016,23/3/2024,Positive,2024
80234,23/3/2024,Positive,2024
80219,23/3/2024,Positive,2024
80219,23/3/2024,Neutral,2024
80002,23/3/2024,Positive,2024
80016,23/3/2024,Neutral,2024
80016,23/3/2024,Negative,2024
80234,23/3/2024,Positive,2024
80219,23/3/2024,Negative,2024
80014,23/3/2024,Neutral,2024
80204,23/3/2024,Neutral,2024
80238,23/3/2024,Positive,2024
80002,23/3/2024,Positive,2024
80238,23/3/2024,Positive,2024
80014,23/3/2024,Positive,2024
80204,23/3/2024,Neutral,2024
80234,23/3/2024,Negative,2024
80219,23/3/2024,Neutral,2024
80016,23/3/2024,Positive,2024
80204,23/3/2024,Negative,2024
80014,23/3/2024,Positive,2024
80219,23/3/2024,Negative,2024
80002,23/3/2024,Positive,2024
80016,23/3/2024,Neutral,2024
80204,23/3/2024,Positive,2024
80120,23/3/2024,Positive,2024
80219,23/3/2024,Positive,2024
80234,23/3/2024,Neutral,2024
80204,23/3/2024,Neutral,2024
80234,23/3/2024,Negative,2024
80234,23/3/2024,Positive,2024
80120,23/3/2024,Neutral,2024
80238,23/3/2024,Positive,2024
80014,23/3/2024,Positive,2024
80002,23/3/2024,Negative,2024
80234,23/3/2024,Positive,2024
80234,23/3/2024,Negative,2024
80204,23/3/2024,Positive,2024
80016,23/3/2024,Positive,2024
80221,23/3/2024,Neutral,2024
80219,23/3/2024,Positive,2024
80014,23/3/2024,Neutral,2024
80221,23/3/2024,Neutral,2024
80014,23/3/2024,Positive,2024
80016,23/3/2024,Negative,2024
80238,23/3/2024,Positive,2024
80219,23/3/2024,Negative,2024
80238,23/3/2024,Positive,2024
80016,23/3/2024,Positive,2024
80211,23/3/2024,Positive,2024
80219,23/3/2024,Positive,2024
80211,23/3/2024,Positive,2024
80014,23/3/2024,Positive,2024
80016,23/3/2024,Positive,2024
80211,23/3/2024,Positive,2024
80002,23/3/2024,Negative,2024
80002,23/3/2024,Neutral,2024
80014,23/3/2024,Neutral,2024
80234,23/3/2024,Positive,2024
80234,23/3/2024,Positive,2024
80234,23/3/2024,Neutral,2024
80211,23/3/2024,Neutral,2024
80219,23/3/2024,Negative,2024
80238,23/3/2024,Positive,2024
80204,23/3/2024,Positive,2024
80002,23/3/2024,Positive,2024
80016,23/3/2024,Negative,2024
80211,23/3/2024,Negative,2024
80219,23/3/2024,Neutral,2024
80211,23/3/2024,Positive,2024
80211,23/3/2024,Neutral,2024
80016,23/3/2024,Positive,2024
80002,23/3/2024,Positive,2024
80016,23/3/2024,Neutral,2024
80120,23/3/2024,Positive,2024
80120,23/3/2024,Positive,2024
80219,23/3/2024,Neutral,2024
80219,23/3/2024,Positive,2024
80120,23/3/2024,Positive,2024
80016,23/3/2024,Neutral,2024
80002,23/3/2024,Positive,2024
80014,23/3/2024,Neutral,2024
80221,23/3/2024,Positive,2024
80211,23/3/2024,Positive,2024
80211,23/3/2024,Negative,2024
80016,23/3/2024,Positive,2024
80238,23/3/2024,Positive,2024
80234,23/3/2024,Positive,2024
80234,23/3/2024,Positive,2024
80204,23/3/2024,Negative,2024
80219,23/3/2024,Positive,2024
80014,23/3/2024,Neutral,2024
80219,22/3/2024,Positive,2024
80219,22/3/2024,Neutral,2024
80204,22/3/2024,Neutral,2024
80120,22/3/2024,Positive,2024
80120,22/3/2024,Positive,2024
80002,22/3/2024,Positive,2024
80238,22/3/2024,Neutral,2024
80120,22/3/2024,Neutral,2024
80014,22/3/2024,Neutral,2024
80120,22/3/2024,Positive,2024
80204,22/3/2024,Negative,2024
80234,22/3/2024,Negative,2024
80016,22/3/2024,Positive,2024
80221,22/3/2024,Positive,2024
80211,22/3/2024,Negative,2024
80016,22/3/2024,Negative,2024
80219,22/3/2024,Negative,2024
80238,22/3/2024,Positive,2024
80221,22/3/2024,Positive,2024
80234,22/3/2024,Positive,2024
80234,22/3/2024,Neutral,2024
80204,22/3/2024,Positive,2024
80219,22/3/2024,Positive,2024
80204,22/3/2024,Negative,2024
80002,22/3/2024,Neutral,2024
80238,22/3/2024,Positive,2024
80211,22/3/2024,Positive,2024
80120,22/3/2024,Neutral,2024
80238,22/3/2024,Positive,2024
80221,22/3/2024,Positive,2024
80014,22/3/2024,Positive,2024
80234,22/3/2024,Positive,2024
80204,22/3/2024,Positive,2024
80204,22/3/2024,Positive,2024
80211,22/3/2024,Negative,2024
80238,22/3/2024,Positive,2024
80219,22/3/2024,Positive,2024
80211,22/3/2024,Positive,2024
80120,22/3/2024,Neutral,2024
80221,22/3/2024,Negative,2024
80219,22/3/2024,Negative,2024
80238,22/3/2024,Positive,2024
80204,22/3/2024,Negative,2024
80221,22/3/2024,Negative,2024
80204,22/3/2024,Negative,2024
80002,22/3/2024,Positive,2024
80204,22/3/2024,Positive,2024
80221,22/3/2024,Positive,2024
80234,22/3/2024,Positive,2024
80238,22/3/2024,Positive,2024
80120,22/3/2024,Neutral,2024
80014,22/3/2024,Neutral,2024
80211,22/3/2024,Positive,2024
80221,22/3/2024,Negative,2024
80238,22/3/2024,Negative,2024
80219,22/3/2024,Positive,2024
80204,22/3/2024,Positive,2024
80120,22/3/2024,Positive,2024
80211,22/3/2024,Positive,2024
80016,22/3/2024,Negative,2024
80211,22/3/2024,Positive,2024
80221,22/3/2024,Neutral,2024
80211,22/3/2024,Positive,2024
80204,22/3/2024,Neutral,2024
80204,22/3/2024,Negative,2024
80120,22/3/2024,Positive,2024
80211,22/3/2024,Positive,2024
80221,22/3/2024,Positive,2024
80234,22/3/2024,Neutral,2024
80014,22/3/2024,Positive,2024
80014,22/3/2024,Positive,2024
80014,22/3/2024,Positive,2024
80219,22/3/2024,Negative,2024
80219,22/3/2024,Positive,2024
80120,22/3/2024,Positive,2024
80120,22/3/2024,Negative,2024
80211,22/3/2024,Negative,2024
80221,21/3/2024,Positive,2024
80120,21/3/2024,Neutral,2024
80219,21/3/2024,Neutral,2024
80204,21/3/2024,Positive,2024
80016,21/3/2024,Positive,2024
80204,21/3/2024,Positive,2024
80204,21/3/2024,Positive,2024
80211,21/3/2024,Negative,2024
80120,21/3/2024,Negative,2024
80204,21/3/2024,Positive,2024
80002,21/3/2024,Negative,2024
80234,21/3/2024,Negative,2024
80219,21/3/2024,Positive,2024
80204,21/3/2024,Positive,2024
80211,21/3/2024,Negative,2024
80120,21/3/2024,Positive,2024
80221,21/3/2024,Positive,2024
80016,21/3/2024,Positive,2024
80221,21/3/2024,Positive,2024
80204,21/3/2024,Negative,2024
80204,21/3/2024,Positive,2024
80014,21/3/2024,Positive,2024
80014,21/3/2024,Positive,2024
80238,21/3/2024,Positive,2024
80002,21/3/2024,Neutral,2024
80002,21/3/2024,Positive,2024
80016,21/3/2024,Negative,2024
80120,21/3/2024,Positive,2024
80211,21/3/2024,Positive,2024
80211,21/3/2024,Positive,2024
80238,21/3/2024,Positive,2024
80238,21/3/2024,Negative,2024
80219,21/3/2024,Positive,2024
80014,21/3/2024,Positive,2024
80238,21/3/2024,Neutral,2024
80234,21/3/2024,Neutral,2024
80204,21/3/2024,Positive,2024
80002,21/3/2024,Neutral,2024
80016,21/3/2024,Negative,2024
80238,21/3/2024,Positive,2024
80002,21/3/2024,Positive,2024
80014,21/3/2024,Neutral,2024
80204,21/3/2024,Positive,2024
80016,21/3/2024,Positive,2024
80219,21/3/2024,Negative,2024
80238,21/3/2024,Positive,2024
80219,21/3/2024,Negative,2024
80211,21/3/2024,Negative,2024
80211,21/3/2024,Negative,2024
80211,21/3/2024,Positive,2024
80221,21/3/2024,Negative,2024
80204,21/3/2024,Positive,2024
80120,21/3/2024,Negative,2024
80014,21/3/2024,Neutral,2024
80204,21/3/2024,Positive,2024
80002,21/3/2024,Negative,2024
80002,21/3/2024,Neutral,2024
80234,21/3/2024,Negative,2024
80221,21/3/2024,Positive,2024
80211,21/3/2024,Neutral,2024
80002,21/3/2024,Positive,2024
80120,21/3/2024,Positive,2024
80014,21/3/2024,Positive,2024
80002,21/3/2024,Positive,2024
80120,21/3/2024,Negative,2024
80016,21/3/2024,Negative,2024
80211,21/3/2024,Negative,2024
80238,21/3/2024,Negative,2024
80219,21/3/2024,Neutral,2024
80016,21/3/2024,Negative,2024
80120,21/3/2024,Neutral,2024
80120,21/3/2024,Neutral,2024
80120,21/3/2024,Positive,2024
80016,21/3/2024,Positive,2024
80120,21/3/2024,Negative,2024
80016,21/3/2024,Neutral,2024
80234,21/3/2024,Negative,2024
80002,21/3/2024,Negative,2024
80234,21/3/2024,Positive,2024
80221,21/3/2024,Negative,2024
80238,21/3/2024,Negative,2024
80221,21/3/2024,Negative,2024
80221,21/3/2024,Positive,2024
80234,21/3/2024,Negative,2024
80211,21/3/2024,Positive,2024
80120,21/3/2024,Positive,2024
80219,21/3/2024,Positive,2024
80014,20/3/2024,Positive,2024
80016,20/3/2024,Negative,2024
80219,20/3/2024,Neutral,2024
80002,20/3/2024,Positive,2024
80204,20/3/2024,Negative,2024
80234,20/3/2024,Negative,2024
80016,20/3/2024,Neutral,2024
80016,20/3/2024,Positive,2024
80204,20/3/2024,Positive,2024
80002,20/3/2024,Positive,2024
80016,20/3/2024,Negative,2024
80221,20/3/2024,Positive,2024
80234,20/3/2024,Positive,2024
80002,20/3/2024,Positive,2024
80016,20/3/2024,Negative,2024
80238,20/3/2024,Positive,2024
80211,20/3/2024,Positive,2024
